elapsed_ms,t_elapsed_s,lat_deg,lon_deg,alt_m,east_m,north_m,up_m,ve,vn,vu,speed_mps,heading_deg,pos_sigma_h_m,pos_sigma_v_m,vel_sigma_mps,coasting
22000,22,32.867588,-117.25658,2.3,24.5630695,8.45081442,0,0.948186015,0.735488464,0,1.2,52.2,0,0,0,0
23000,23,32.867594,-117.25657,2.3,25.4970265,9.11798398,0,0.9259495,0.763293864,0,1.2,50.5,0,0,0,0
24000,24,32.867601,-117.256561,2.3,26.3375878,9.89634847,0,0.90151696,0.792002002,0,1.2,48.7,0,0,0,0
25000,25,32.867609,-117.256551,2.3,27.2715448,10.7859079,0,0.877624442,0.818398032,0,1.2,47,0,0,0,0
26000,26,32.867616,-117.256542,2.3,28.1121061,11.5642724,0,0.852959369,0.844073643,0,1.2,45.3,0,0,0,0
27000,27,32.867624,-117.256533,2.3,28.9526674,12.4538318,0,0.827543452,0.869006234,0,1.2,43.6,0,0,0,0
28000,28,32.867632,-117.256524,2.3,29.7932287,13.3433912,0,0.801399067,0.893173855,0,1.2,41.9,0,0,0,0
29000,29,32.86764,-117.256516,2.3,30.5403944,14.2329506,0,0.774549225,0.916555234,0,1.2,40.2,0,0,0,0
30000,30,32.867648,-117.256508,2.3,31.28756,15.12251,0,0.745377336,0.940432149,0,1.2,38.4,0,0,0,0
31000,31,32.867657,-117.2565,2.3,32.0347256,16.1232644,0,0.717150176,0.962130773,0,1.2,36.7,0,0,0,0
32000,32,32.867665,-117.256492,2.3,32.7818912,17.0128238,0,0.688291724,0.982982453,0,1.2,35,0,0,0,0
33000,33,32.867674,-117.256485,2.3,33.4356611,18.0135781,0,0.658827382,1.00296883,0,1.2,33.3,0,0,0,0
34000,34,32.867683,-117.256478,2.3,34.089431,19.0143325,0,0.628783087,1.02207232,0,1.2,31.6,0,0,0,0
35000,35,32.867693,-117.256471,2.3,34.7432009,20.1262817,0,0.596368753,1.04131854,0,1.2,29.8,0,0,0,0
36000,36,32.867702,-117.256465,2.3,35.3035751,21.1270361,0,0.565214257,1.05855224,0,1.2,28.1,0,0,0,0
37000,37,32.867712,-117.256459,2.3,35.8639493,22.2389853,0,0.533562215,1.07485411,0,1.2,26.4,0,0,0,0
38000,38,32.867722,-117.256454,2.3,36.3309278,23.3509346,0,0.501440489,1.09020981,0,1.2,24.7,0,0,0,0
39000,39,32.867731,-117.256449,2.3,36.7979064,24.3516889,0,0.468877354,1.10460582,0,1.2,23,0,0,0,0
40000,40,32.867741,-117.256444,2.3,37.2648849,25.4636382,0,0.433949484,1.11878856,0,1.2,21.2,0,0,0,0
41000,41,32.867751,-117.256439,2.3,37.7318634,26.5755875,0,0.400568231,1.13116979,0,1.2,19.5,0,0,0,0
42000,42,32.867762,-117.256435,2.3,38.1054462,27.7987317,0,0.366834366,1.14255527,0,1.2,17.8,0,0,0,0
43000,43,32.867772,-117.256431,2.3,38.479029,28.9106809,0,0.332777584,1.15293498,0,1.2,16.1,0,0,0,0
44000,44,32.867782,-117.256428,2.3,38.7592161,30.0226302,0,0.298427865,1.16229979,0,1.2,14.4,0,0,0,0
45000,45,32.867793,-117.256425,2.3,39.0394032,31.2457744,0,0.263815445,1.17064145,0,1.2,12.7,0,0,0,0
46000,46,32.867804,-117.256422,2.3,39.3195903,32.4689186,0,0.226914532,1.17835046,0,1.2,10.9,0,0,0,0
47000,47,32.867814,-117.25642,2.3,39.5063817,33.5808678,0,0.191857425,1.18456352,0,1.2,9.2,0,0,0,0
48000,48,32.867825,-117.256418,2.3,39.6931731,34.804012,0,0.156631431,1.18973383,0,1.2,7.5,0,0,0,0
49000,49,32.867836,-117.256417,2.3,39.7865688,36.0271562,0,0.121267557,1.19385685,0,1.2,5.8,0,0,0,0
50000,50,32.867846,-117.256416,2.3,39.8799645,37.1391055,0,0.0857969332,1.19692894,0,1.2,4.1,0,0,0,0
51000,51,32.867857,-117.256415,2.3,39.9733602,38.3622497,0,0.048158151,1.19903327,0,1.2,2.3,0,0,0,0
52000,52,32.867868,-117.256415,2.3,39.9733602,39.5853939,0,0.0125661409,1.1999342,0,1.2,0.6,0,0,0,0
53000,53,32.867879,-117.256415,2.3,39.9733602,40.8085381,0,-0.0230369309,1.19977885,0,1.2,358.9,0,0,0,0
54000,54,32.867889,-117.256415,2.3,39.9733602,41.9204873,0,-0.0586197238,1.19856736,0,1.2,357.2,0,0,0,0
55000,55,32.8679,-117.256416,2.3,39.8799645,43.1436315,0,-0.0941509149,1.1963008,0,1.2,355.5,0,0,0,0
56000,56,32.867911,-117.256417,2.3,39.7865688,44.3667757,0,-0.131681173,1.19275315,0,1.2,353.7,0,0,0,0
57000,57,32.867922,-117.256419,2.3,39.5997774,45.5899199,0,-0.167007721,1.18832168,0,1.2,352,0,0,0,0
58000,58,32.867932,-117.256421,2.3,39.412986,46.7018692,0,-0.202187255,1.18284416,0,1.2,350.3,0,0,0,0
59000,59,32.867943,-117.256423,2.3,39.2261946,47.9250134,0,-0.237188808,1.17632541,0,1.2,348.6,0,0,0,0
60000,60,32.867953,-117.256426,2.3,38.9460075,49.0369627,0,-0.271981569,1.16877116,0,1.2,346.9,0,0,0,0
61000,61,32.867964,-117.256429,2.3,38.6658204,50.2601068,0,-0.308559352,1.1596513,0,1.2,345.1,0,0,0,0
62000,62,32.867974,-117.256433,2.3,38.2922376,51.3720561,0,-0.342826041,1.14998709,0,1.2,343.4,0,0,0,0
63000,63,32.867985,-117.256436,2.3,38.0120505,52.5952003,0,-0.376790947,1.13931057,0,1.2,341.7,0,0,0,0
64000,64,32.867995,-117.256441,2.3,37.545072,53.7071496,0,-0.410424172,1.12763114,0,1.2,340,0,0,0,0
65000,65,32.868005,-117.256445,2.3,37.1714892,54.8190988,0,-0.443696109,1.11495909,0,1.2,338.3,0,0,0,0
66000,66,32.868015,-117.25645,2.3,36.7045107,55.9310481,0,-0.476577469,1.10130555,0,1.2,336.6,0,0,0,0
67000,67,32.868025,-117.256455,2.3,36.2375321,57.0429974,0,-0.51093515,1.08579246,0,1.2,334.8,0,0,0,0
68000,68,32.868034,-117.256461,2.3,35.6771579,58.0437517,0,-0.542921651,1.07015704,0,1.2,333.1,0,0,0,0
69000,69,32.868044,-117.256467,2.3,35.1167837,59.155701,0,-0.57443023,1.05357957,0,1.2,331.4,0,0,0,0
70000,70,32.868053,-117.256473,2.3,34.5564095,60.1564553,0,-0.605433149,1.03607466,0,1.2,329.7,0,0,0,0
71000,71,32.868063,-117.25648,2.3,33.9026396,61.2684046,0,-0.635903117,1.01765772,0,1.2,328,0,0,0,0
72000,72,32.868072,-117.256487,2.3,33.2488697,62.2691589,0,-0.667554739,0.997181363,0,1.2,326.2,0,0,0,0
73000,73,32.868081,-117.256494,2.3,32.5950998,63.2699133,0,-0.696843547,0.976938622,0,1.2,324.5,0,0,0,0
74000,74,32.868089,-117.256502,2.3,31.8479342,64.1594727,0,-0.725518938,0.955835902,0,1.2,322.8,0,0,0,0
75000,75,32.868098,-117.25651,2.3,31.1007686,65.160227,0,-0.753555669,0.933891778,0,1.2,321.1,0,0,0,0
76000,76,32.868106,-117.256518,2.3,30.353603,66.0497864,0,-0.780929061,0.911125569,0,1.2,319.4,0,0,0,0
77000,77,32.868114,-117.256526,2.3,29.6064373,66.9393458,0,-0.809162865,0.886146409,0,1.2,317.6,0,0,0,0
78000,78,32.868122,-117.256535,2.3,28.765876,67.8289053,0,-0.835095356,0.861751557,0,1.2,315.9,0,0,0,0
79000,79,32.86813,-117.256544,2.3,27.9253147,68.7184647,0,-0.860292729,0.836598123,0,1.2,314.2,0,0,0,0
80000,80,32.868137,-117.256554,2.3,26.9913577,69.4968292,0,-0.884732804,0.810708249,0,1.2,312.5,0,0,0,0
81000,81,32.868144,-117.256563,2.3,26.1507964,70.2751936,0,-0.908394067,0.784104725,0,1.2,310.8,0,0,0,0
82000,82,32.868151,-117.256573,2.3,25.2168394,71.0535581,0,-0.931255688,0.756810969,0,1.2,309.1,0,0,0,0
83000,83,32.868158,-117.256583,2.3,24.2828824,71.8319226,0,-0.954568177,0.72718608,0,1.2,307.3,0,0,0,0
84000,84,32.868164,-117.256594,2.3,23.2555296,72.4990922,0,-0.975720913,0.698547564,0,1.2,305.6,0,0,0,0
85000,85,32.86817,-117.256604,2.3,22.3215726,73.1662617,0,-0.996014742,0.669294131,0,1.2,303.9,0,0,0,0
86000,86,32.868176,-117.256615,2.3,21.2942199,73.8334313,0,-1.0154318,0.639451531,0,1.2,302.2,0,0,0,0
87000,87,32.868182,-117.256626,2.3,20.2668672,74.5006009,0,-1.03395499,0.609046036,0,1.2,300.5,0,0,0,0
88000,88,32.868187,-117.256637,2.3,19.2395145,75.0565755,0,-1.0525754,0.576268197,0,1.2,298.7,0,0,0,0
89000,89,32.868192,-117.256648,2.3,18.2121618,75.6125501,0,-1.06920783,0.5447886,0,1.2,297,0,0,0,0
90000,90,32.868197,-117.25666,2.3,17.0914134,76.1685248,0,-1.08489906,0.512829436,0,1.2,295.3,0,0,0,0
91000,91,32.868201,-117.256672,2.3,15.9706649,76.6133045,0,-1.09963528,0.480418839,0,1.2,293.6,0,0,0,0
92000,92,32.868206,-117.256684,2.3,14.8499165,77.1692791,0,-1.1134035,0.447585339,0,1.2,291.9,0,0,0,0
93000,93,32.868209,-117.256696,2.3,13.7291681,77.5028639,0,-1.1269131,0.412391634,0,1.2,290.1,0,0,0,0
94000,94,32.868213,-117.256708,2.3,12.6084197,77.9476436,0,-1.13865121,0.378778844,0,1.2,288.4,0,0,0,0
95000,95,32.868216,-117.25672,2.3,11.4876713,78.2812284,0,-1.14938699,0.344832624,0,1.2,286.7,0,0,0,0
96000,96,32.868219,-117.256732,2.3,10.3669229,78.6148131,0,-1.15911099,0.310582854,0,1.2,285,0,0,0,0
97000,97,32.868222,-117.256745,2.3,9.15277874,78.9483979,0,-1.16781465,0.276059685,0,1.2,283.3,0,0,0,0
98000,98,32.868224,-117.256757,2.3,8.03203032,79.1707878,0,-1.1754903,0.241293505,0,1.2,281.6,0,0,0,0
99000,99,32.868226,-117.25677,2.3,6.8178862,79.3931776,0,-1.18248948,0.204251399,0,1.2,279.8,0,0,0,0
100000,100,32.868228,-117.256783,2.3,5.60374208,79.6155675,0,-1.18802839,0.169081478,0,1.2,278.1,0,0,0,0
101000,101,32.868229,-117.256795,2.3,4.48299367,79.7267624,0,-1.1925215,0.133762719,0,1.2,276.4,0,0,0,0
102000,102,32.86823,-117.256808,2.3,3.26884955,79.8379573,0,-1.19596486,0.0983262104,0,1.2,274.7,0,0,0,0
103000,103,32.868231,-117.256821,2.3,2.05470543,79.9491523,0,-1.19835544,0.0628031475,0,1.2,273,0,0,0,0
104000,104,32.868231,-117.256834,2.3,0.840561313,79.9491523,0,-1.19973682,0.0251309039,0,1.2,271.2,0,0,0,0
105000,105,32.868231,-117.256847,2.3,-0.373582805,79.9491523,0,-1.19995431,-0.0104718426,0,1.2,269.5,0,0,0,0
106000,106,32.868231,-117.256859,2.3,-1.49433122,79.9491523,0,-1.1991155,-0.0460653709,0,1.2,267.8,0,0,0,0
107000,107,32.868231,-117.256872,2.3,-2.70847534,79.9491523,0,-1.19722113,-0.0816183488,0,1.2,266.1,0,0,0,0
108000,108,32.86823,-117.256885,2.3,-3.92261946,79.8379573,0,-1.19427288,-0.11709948,0,1.2,264.4,0,0,0,0
109000,109,32.868228,-117.256898,2.3,-5.13676358,79.6155675,0,-1.19000539,-0.154554716,0,1.2,262.6,0,0,0,0
110000,110,32.868227,-117.256911,2.3,-6.3509077,79.5043726,0,-1.18489657,-0.189789681,0,1.2,260.9,0,0,0,0
111000,111,32.868225,-117.256923,2.3,-7.47165611,79.2819827,0,-1.1787447,-0.224857578,0,1.2,259.2,0,0,0,0
112000,112,32.868223,-117.256936,2.3,-8.68580023,79.0595928,0,-1.17155521,-0.259727537,0,1.2,257.5,0,0,0,0
113000,113,32.86822,-117.256948,2.3,-9.80654865,78.7260081,0,-1.16333442,-0.294368863,0,1.2,255.8,0,0,0,0
114000,114,32.868218,-117.256961,2.3,-11.0206928,78.5036182,0,-1.15351404,-0.330764827,0,1.2,254,0,0,0,0
115000,115,32.868214,-117.256973,2.3,-12.1414412,78.0588385,0,-1.14319378,-0.364839673,0,1.2,252.3,0,0,0,0
116000,116,32.868211,-117.256985,2.3,-13.2621896,77.7252537,0,-1.13186719,-0.398593358,0,1.2,250.6,0,0,0,0
117000,117,32.868207,-117.256997,2.3,-14.382938,77.280474,0,-1.11954424,-0.43199617,0,1.2,248.9,0,0,0,0
118000,118,32.868203,-117.257009,2.3,-15.5036864,76.8356943,0,-1.10623578,-0.465018704,0,1.2,247.2,0,0,0,0
119000,119,32.868199,-117.257021,2.3,-16.6244348,76.3909146,0,-1.09195353,-0.497631891,0,1.2,245.5,0,0,0,0
120000,120,32.868194,-117.257033,2.3,-17.7451833,75.83494,0,-1.07578372,-0.531685429,0,1.2,243.7,0,0,0,0
121000,121,32.868189,-117.257044,2.3,-18.772536,75.2789653,0,-1.05953711,-0.563365875,0,1.2,242,0,0,0,0
122000,122,32.868184,-117.257055,2.3,-19.7998887,74.7229907,0,-1.04235782,-0.594550402,0,1.2,240.3,0,0,0,0
123000,123,32.868179,-117.257066,2.3,-20.8272414,74.1670161,0,-1.02426096,-0.625211558,0,1.2,238.6,0,0,0,0
124000,124,32.868173,-117.257077,2.3,-21.8545941,73.4998465,0,-1.00526246,-0.655322353,0,1.2,236.9,0,0,0,0
125000,125,32.868167,-117.257088,2.3,-22.8819468,72.832677,0,-0.984182251,-0.686575048,0,1.2,235.1,0,0,0,0
126000,126,32.868161,-117.257098,2.3,-23.8159039,72.1655074,0,-0.96338097,-0.71546985,0,1.2,233.4,0,0,0,0
127000,127,32.868154,-117.257108,2.3,-24.7498609,71.3871429,0,-0.941731645,-0.743734838,0,1.2,231.7,0,0,0,0
128000,128,32.868147,-117.257118,2.3,-25.6838179,70.6087784,0,-0.919253332,-0.771345132,0,1.2,230,0,0,0,0
129000,129,32.86814,-117.257128,2.3,-26.6177749,69.8304139,0,-0.895965819,-0.798276426,0,1.2,228.3,0,0,0,0
130000,130,32.868133,-117.257138,2.3,-27.5517319,69.0520494,0,-0.870449245,-0.826025491,0,1.2,226.5,0,0,0,0
131000,131,32.868125,-117.257147,2.3,-28.3922932,68.16249,0,-0.845561052,-0.851484884,0,1.2,224.8,0,0,0,0
132000,132,32.868118,-117.257156,2.3,-29.2328545,67.3841255,0,-0.819928528,-0.876194732,0,1.2,223.1,0,0,0,0
133000,133,32.86811,-117.257164,2.3,-29.9800202,66.4945661,0,-0.793574238,-0.900133284,0,1.2,221.4,0,0,0,0
134000,134,32.868101,-117.257173,2.3,-30.8205815,65.4938118,0,-0.766521381,-0.923279466,0,1.2,219.7,0,0,0,0
135000,135,32.868093,-117.257181,2.3,-31.5677471,64.6042524,0,-0.73879377,-0.945612904,0,1.2,218,0,0,0,0
136000,136,32.868084,-117.257188,2.3,-32.221517,63.603498,0,-0.708726801,-0.968352375,0,1.2,216.2,0,0,0,0
137000,137,32.868076,-117.257196,2.3,-32.9686826,62.7139386,0,-0.679687484,-0.988951426,0,1.2,214.5,0,0,0,0
138000,138,32.868067,-117.257203,2.3,-33.6224525,61.7131843,0,-0.650049852,-1.00867992,0,1.2,212.8,0,0,0,0
139000,139,32.868057,-117.25721,2.3,-34.2762224,60.601235,0,-0.619839995,-1.0275205,0,1.2,211.1,0,0,0,0
140000,140,32.868048,-117.257216,2.3,-34.8365966,59.6004807,0,-0.589084504,-1.04545657,0,1.2,209.4,0,0,0,0
141000,141,32.868039,-117.257222,2.3,-35.3969708,58.5997263,0,-0.555955242,-1.0634443,0,1.2,207.6,0,0,0,0
142000,142,32.868029,-117.257228,2.3,-35.957345,57.4877771,0,-0.524162146,-1.07946933,0,1.2,205.9,0,0,0,0
143000,143,32.868019,-117.257234,2.3,-36.5177192,56.3758278,0,-0.491907641,-1.09454414,0,1.2,204.2,0,0,0,0
144000,144,32.868009,-117.257239,2.3,-36.9846978,55.2638785,0,-0.459220119,-1.10865544,0,1.2,202.5,0,0,0,0
145000,145,32.867999,-117.257243,2.3,-37.3582806,54.1519293,0,-0.426128355,-1.12179081,0,1.2,200.8,0,0,0,0
146000,146,32.867989,-117.257248,2.3,-37.8252591,53.03998,0,-0.390681785,-1.13462229,0,1.2,199,0,0,0,0
147000,147,32.867979,-117.257252,2.3,-38.1988419,51.9280307,0,-0.356849849,-1.14571296,0,1.2,197.3,0,0,0,0
148000,148,32.867969,-117.257255,2.3,-38.479029,50.8160815,0,-0.322703785,-1.15579508,0,1.2,195.6,0,0,0,0
149000,149,32.867958,-117.257259,2.3,-38.8526118,49.5929373,0,-0.288273651,-1.16485978,0,1.2,193.9,0,0,0,0
150000,150,32.867948,-117.257262,2.3,-39.1327989,48.480988,0,-0.253589756,-1.17289907,0,1.2,192.2,0,0,0,0
151000,151,32.867937,-117.257264,2.3,-39.3195903,47.2578438,0,-0.218682631,-1.17990589,0,1.2,190.5,0,0,0,0
152000,152,32.867926,-117.257266,2.3,-39.5063817,46.0346996,0,-0.181512984,-1.18619266,0,1.2,188.7,0,0,0,0
153000,153,32.867916,-117.257268,2.3,-39.6931731,44.9227504,0,-0.146243212,-1.19105538,0,1.2,187,0,0,0,0
154000,154,32.867905,-117.257269,2.3,-39.7865688,43.6996062,0,-0.110844705,-1.19486964,0,1.2,185.3,0,0,0,0
155000,155,32.867894,-117.25727,2.3,-39.8799645,42.476462,0,-0.0753486234,-1.19763207,0,1.2,183.6,0,0,0,0
156000,156,32.867883,-117.257271,2.3,-39.9733602,41.2533178,0,-0.0397862141,-1.19934026,0,1.2,181.9,0,0,0,0
157000,157,32.867873,-117.257271,2.3,-39.9733602,40.1413685,0,-0.00209439404,-1.19999817,0,1.2,180.1,0,0,0,0
158000,158,32.867862,-117.257271,2.3,-39.9733602,38.9182243,0,0.0335059665,-1.19953214,0,1.2,178.4,0,0,0,0
159000,159,32.867851,-117.257271,2.3,-39.9733602,37.6950801,0,0.0690768324,-1.19801018,0,1.2,176.7,0,0,0,0
160000,160,32.86784,-117.25727,2.3,-39.8799645,36.4719359,0,0.104586891,-1.19543364,0,1.2,175,0,0,0,0
161000,161,32.86783,-117.257268,2.3,-39.6931731,35.3599867,0,0.140004885,-1.19180478,0,1.2,173.3,0,0,0,0
162000,162,32.867819,-117.257267,2.3,-39.5997774,34.1368425,0,0.177371293,-1.18681904,0,1.2,171.5,0,0,0,0
163000,163,32.867808,-117.257265,2.3,-39.412986,32.9136983,0,0.212501688,-1.18103473,0,1.2,169.8,0,0,0,0
164000,164,32.867798,-117.257262,2.3,-39.1327989,31.801749,0,0.247445022,-1.17421078,0,1.2,168.1,0,0,0,0
165000,165,32.867787,-117.257259,2.3,-38.8526118,30.5786048,0,0.282170536,-1.1663532,0,1.2,166.4,0,0,0,0
166000,166,32.867777,-117.257256,2.3,-38.5724247,29.4666556,0,0.31664766,-1.1574689,0,1.2,164.7,0,0,0,0
167000,167,32.867766,-117.257252,2.3,-38.1988419,28.2435114,0,0.35284839,-1.14695162,0,1.2,162.9,0,0,0,0
168000,168,32.867756,-117.257249,2.3,-37.9186548,27.1315621,0,0.386718834,-1.13597911,0,1.2,161.2,0,0,0,0
169000,169,32.867746,-117.257244,2.3,-37.4516763,26.0196128,0,0.420248858,-1.12400663,0,1.2,159.5,0,0,0,0
170000,170,32.867736,-117.25724,2.3,-37.0780935,24.9076636,0,0.453408944,-1.1110447,0,1.2,157.8,0,0,0,0
171000,171,32.867726,-117.257234,2.3,-36.5177192,23.7957143,0,0.486169904,-1.09710475,0,1.2,156.1,0,0,0,0
172000,172,32.867716,-117.257229,2.3,-36.0507407,22.683765,0,0.518502899,-1.08219903,0,1.2,154.4,0,0,0,0
173000,173,32.867706,-117.257223,2.3,-35.4903665,21.5718158,0,0.552239742,-1.06537846,0,1.2,152.6,0,0,0,0
174000,174,32.867697,-117.257217,2.3,-34.9299923,20.5710614,0,0.583602457,-1.04852667,0,1.2,150.9,0,0,0,0
175000,175,32.867688,-117.257211,2.3,-34.3696181,19.5703071,0,0.614451438,-1.03075188,0,1.2,149.2,0,0,0,0
176000,176,32.867678,-117.257204,2.3,-33.7158482,18.4583578,0,0.64475953,-1.01206973,0,1.2,147.5,0,0,0,0
177000,177,32.867669,-117.257197,2.3,-33.0620783,17.4576035,0,0.674500053,-0.992496689,0,1.2,145.8,0,0,0,0
178000,178,32.86766,-117.25719,2.3,-32.4083084,16.4568491,0,0.705342303,-0.970820393,0,1.2,144,0,0,0,0
179000,179,32.867652,-117.257182,2.3,-31.6611428,15.5672897,0,0.733832448,-0.94946824,0,1.2,142.3,0,0,0,0
180000,180,32.867643,-117.257174,2.3,-30.9139772,14.5665354,0,0.761676616,-0.927280288,0,1.2,140.6,0,0,0,0
