elapsed_ms,t_elapsed_s,lat_deg,lon_deg,alt_m,east_m,north_m,up_m,ve,vn,vu,speed_mps,heading_deg,pos_sigma_h_m,pos_sigma_v_m,vel_sigma_mps,coasting
600,0.6,32.8675121,-117.256835,2.30000003,0.722635652,0.00648939249,2.91137698e-08,1.20868303,0.0216454997,9.7045899e-08,1.20887683,88.9740377,0,0,0,0
618,0.618,32.8675121,-117.256835,2.30000003,0.744394205,0.00688486719,3.08867984e-08,1.20893401,0.0222961333,9.99572759e-08,1.2091396,88.9434249,0,0,0,0
636,0.636,32.8675121,-117.256835,2.30000003,0.766157272,0.0072920539,3.27122318e-08,1.20918444,0.0229468352,1.02868653e-07,1.20940216,88.9128218,0,0,0,0
655,0.655,32.8675121,-117.256835,2.30000003,0.789134281,0.00773456958,3.46959308e-08,1.20944817,0.0236337629,1.05941773e-07,1.20967906,88.8805287,0,0,0,0
673,0.673,32.8675121,-117.256834,2.30000004,0.810906592,0.00816583488,3.66290851e-08,1.20969746,0.0242846038,1.0885315e-07,1.20994119,88.8499451,0,0,0,0
691,0.691,32.8675121,-117.256834,2.30000004,0.832683385,0.00860881592,3.86146442e-08,1.20994619,0.0249355117,1.11764527e-07,1.21020311,88.8193712,0,0,0,0
709,0.709,32.8675121,-117.256834,2.30000004,0.85446465,0.0090635139,4.06526081e-08,1.21019438,0.025586486,1.14675904e-07,1.21046483,88.7888067,0,0,0,0
727,0.727,32.8675121,-117.256834,2.30000004,0.876250377,0.00952993001,4.27429767e-08,1.210442,0.0262375262,1.17587281e-07,1.21072633,88.7582518,0,0,0,0
745,0.745,32.8675121,-117.256833,2.30000004,0.898040557,0.0100080654,4.48857502e-08,1.21068908,0.026888632,1.20498657e-07,1.21098763,88.7277065,0,0,0,0
764,0.764,32.8675121,-117.256833,2.30000005,0.921046121,0.0105254793,4.72044193e-08,1.21094926,0.0275759826,1.23571778e-07,1.2112632,88.6954743,0,0,0,0
782,0.782,32.8675121,-117.256833,2.30000005,0.942845421,0.0110277081,4.94549137e-08,1.21119519,0.0282272215,1.26483155e-07,1.21152407,88.6649485,0,0,0,0
800,0.8,32.8675121,-117.256833,2.30000005,0.964649143,0.0115416598,5.17578129e-08,1.21144057,0.0288785244,1.29394532e-07,1.21178473,88.6344322,0,0,0,0
818,0.818,32.8675121,-117.256832,2.30000005,0.986457277,0.0120673356,5.41131168e-08,1.2116854,0.0295298909,1.32305909e-07,1.21204518,88.6039254,0,0,0,0
836,0.836,32.8675121,-117.256832,2.30000006,1.00826981,0.0126047365,5.65208256e-08,1.21192967,0.0301813204,1.35217286e-07,1.21230542,88.573428,0,0,0,0
855,0.855,32.8675121,-117.256832,2.30000006,1.03129892,0.0131847146,5.91191487e-08,1.21218689,0.0308690103,1.38290406e-07,1.21257988,88.5412465,0,0,0,0
873,0.873,32.8675121,-117.256832,2.30000006,1.05312047,0.0137462208,6.16345784e-08,1.21243003,0.0315205681,1.41201783e-07,1.21283969,88.5107687,0,0,0,0
891,0.891,32.8675121,-117.256831,2.30000006,1.0749464,0.0143194556,6.42024128e-08,1.2126726,0.0321721875,1.4411316e-07,1.21309929,88.4803002,0,0,0,0
909,0.909,32.8675121,-117.256831,2.30000007,1.09677668,0.0149044201,6.68226521e-08,1.21291463,0.0328238681,1.47024537e-07,1.21335869,88.4498413,0,0,0,0
927,0.927,32.8675121,-117.256831,2.30000007,1.11861132,0.0155011154,6.94952962e-08,1.2131561,0.0334756095,1.49935914e-07,1.21361787,88.4193917,0,0,0,0
945,0.945,32.8675121,-117.256831,2.30000007,1.1404503,0.0161095426,7.2220345e-08,1.21339701,0.034127411,1.5284729e-07,1.21387684,88.3889516,0,0,0,0
964,0.964,32.8675122,-117.256831,2.30000008,1.16350725,0.0167645002,7.51536381e-08,1.21365069,0.0348154904,1.55920411e-07,1.21414996,88.3568305,0,0,0,0
982,0.982,32.8675122,-117.25683,2.30000008,1.18535512,0.0173970463,7.79864079e-08,1.21389047,0.0354674143,1.58831788e-07,1.2144085,88.3264098,0,0,0,0
1000,1,32.8675122,-117.25683,2.30000008,1.2072073,0.0180413276,8.08715825e-08,1.21412969,0.036119397,1.61743165e-07,1.21466683,88.2959985,0,0,0,0
1018,1.018,32.8675122,-117.25683,2.30000008,1.22906378,0.0186973451,8.38091619e-08,1.21436835,0.036771438,1.64654542e-07,1.21492495,88.2655966,0,0,0,0
1036,1.036,32.8675122,-117.25683,2.30000009,1.25092456,0.0193650999,8.6799146e-08,1.21460647,0.0374235368,1.67565919e-07,1.21518286,88.235204,0,0,0,0
1055,1.055,32.8675122,-117.256829,2.30000009,1.27400446,0.0200826868,9.00120931e-08,1.21485719,0.0381119274,1.70639039e-07,1.21545486,88.2031331,0,0,0,0
1073,1.073,32.8675122,-117.256829,2.30000009,1.29587402,0.0207745714,9.31097982e-08,1.21509416,0.0387641436,1.73550416e-07,1.21571233,88.1727599,0,0,0,0
1091,1.091,32.8675122,-117.256829,2.3000001,1.31774785,0.0214781965,9.62599081e-08,1.21533058,0.0394164163,1.76461793e-07,1.2159696,88.142396,0,0,0,0
1109,1.109,32.8675122,-117.256829,2.3000001,1.33962592,0.0221935629,9.94624227e-08,1.21556644,0.040068745,1.79373169e-07,1.21622666,88.1120415,0,0,0,0
1127,1.127,32.8675122,-117.256828,2.3000001,1.36150823,0.0229206718,1.02717342e-07,1.21580175,0.0407211291,1.82284546e-07,1.2164835,88.0816963,0,0,0,0
1145,1.145,32.8675122,-117.256828,2.30000011,1.38339478,0.0236595241,1.06024666e-07,1.21603651,0.0413735681,1.85195923e-07,1.21674014,88.0513605,0,0,0,0
1164,1.164,32.8675122,-117.256828,2.30000011,1.40650182,0.024452165,1.09572584e-07,1.21628369,0.0420623145,1.88269044e-07,1.21701078,88.0193494,0,0,0,0
1182,1.182,32.8675122,-117.256828,2.30000011,1.42839703,0.0252151596,1.12987629e-07,1.2165173,0.0427148651,1.91180421e-07,1.21726698,87.9890327,0,0,0,0
1200,1.2,32.8675122,-117.256827,2.30000012,1.45029644,0.0259899006,1.16455079e-07,1.21675036,0.0433674692,1.94091798e-07,1.21752297,87.9587254,0,0,0,0
1218,1.218,32.8675122,-117.256827,2.30000012,1.47220004,0.0267763889,1.19974933e-07,1.21698287,0.0440201264,1.97003175e-07,1.21777875,87.9284274,0,0,0,0
1236,1.236,32.8675122,-117.256827,2.30000012,1.49410782,0.0275746256,1.23547193e-07,1.21721482,0.0446728362,1.99914551e-07,1.21803431,87.8981387,0,0,0,0
1255,1.255,32.8675123,-117.256827,2.30000013,1.51723722,0.0284299553,1.27374764e-07,1.21745904,0.0453618657,2.02987672e-07,1.21830383,87.8661773,0,0,0,0
1273,1.273,32.8675123,-117.256827,2.30000013,1.53915356,0.0292523442,1.31054745e-07,1.21768986,0.0460146822,2.05899048e-07,1.21855896,87.8359077,0,0,0,0
1291,1.291,32.8675123,-117.256826,2.30000013,1.56107405,0.0300864843,1.3478713e-07,1.21792011,0.0466675498,2.08810425e-07,1.21881388,87.8056474,0,0,0,0
1309,1.309,32.8675123,-117.256826,2.30000014,1.58299868,0.0309323765,1.3857192e-07,1.21814982,0.047320468,2.11721802e-07,1.21906858,87.7753963,0,0,0,0
1327,1.327,32.8675123,-117.256826,2.30000014,1.60492744,0.0317900216,1.42409115e-07,1.21837897,0.0479734365,2.14633179e-07,1.21932307,87.7451546,0,0,0,0
1345,1.345,32.8675123,-117.256826,2.30000015,1.62686031,0.0326594206,1.46298714e-07,1.21860756,0.0486264547,2.17544556e-07,1.21957735,87.714922,0,0,0,0
1364,1.364,32.8675123,-117.256825,2.30000015,1.65001614,0.0335898721,1.50461256e-07,1.21884824,0.0493158065,2.20617676e-07,1.21984551,87.6830199,0,0,0,0
1382,1.382,32.8675123,-117.256825,2.30000015,1.67195746,0.0344834347,1.54458576e-07,1.2190757,0.0499689255,2.23529053e-07,1.22009936,87.6528063,0,0,0,0
1400,1.4,32.8675123,-117.256825,2.30000016,1.69390286,0.0353887538,1.58508301e-07,1.2193026,0.0506220927,2.2644043e-07,1.22035299,87.622602,0,0,0,0
1418,1.418,32.8675123,-117.256825,2.30000016,1.71585235,0.0363058305,1.62610432e-07,1.21952894,0.0512753077,2.29351807e-07,1.22060641,87.592407,0,0,0,0
1436,1.436,32.8675123,-117.256824,2.30000017,1.7378059,0.0372346654,1.66764967e-07,1.21975474,0.0519285701,2.32263184e-07,1.22085961,87.5622211,0,0,0,0
1455,1.455,32.8675123,-117.256824,2.30000017,1.7609835,0.0382278594,1.71207162e-07,1.21999246,0.052618177,2.35336305e-07,1.22112664,87.5303682,0,0,0,0
1473,1.473,32.8675124,-117.256824,2.30000018,1.78294539,0.0391808669,1.75469418e-07,1.22021711,0.0532715353,2.38247681e-07,1.2213794,87.5002013,0,0,0,0
1491,1.491,32.8675124,-117.256824,2.30000018,1.80491131,0.0401456351,1.79784078e-07,1.22044121,0.0539249394,2.41159058e-07,1.22163196,87.4700435,0,0,0,0
1509,1.509,32.8675124,-117.256823,2.30000018,1.82688126,0.0411221651,1.84151144e-07,1.22066475,0.054578389,2.44070435e-07,1.2218843,87.439895,0,0,0,0
1527,1.527,32.8675124,-117.256823,2.30000019,1.84885524,0.0421104575,1.88570614e-07,1.22088774,0.0552318835,2.46981812e-07,1.22213643,87.4097556,0,0,0,0
1545,1.545,32.8675124,-117.256823,2.30000019,1.87083322,0.0431105133,1.93042489e-07,1.22111018,0.0558854225,2.49893189e-07,1.22238834,87.3796254,0,0,0,0
1564,1.564,32.8675124,-117.256823,2.3000002,1.89403654,0.0441788903,1.97819654e-07,1.22134436,0.0565753182,2.52966309e-07,1.222654,87.3478312,0,0,0,0
1582,1.582,32.8675124,-117.256822,2.3000002,1.91602273,0.0452031287,2.0239925e-07,1.22156565,0.0572289472,2.55877687e-07,1.22290547,87.3177198,0,0,0,0
1600,1.6,32.8675124,-117.256822,2.30000021,1.93801289,0.0462391328,2.07031251e-07,1.22178639,0.0578826192,2.58789063e-07,1.22315673,87.2876176,0,0,0,0
1618,1.618,32.8675124,-117.256822,2.30000021,1.96000703,0.0472869034,2.11715656e-07,1.22200658,0.0585363337,2.6170044e-07,1.22340778,87.2575245,0,0,0,0
1636,1.636,32.8675124,-117.256822,2.30000022,1.98200513,0.0483464412,2.16452467e-07,1.22222622,0.0591900904,2.64611817e-07,1.22365861,87.2274405,0,0,0,0
1655,1.655,32.8675124,-117.256822,2.30000022,2.00522962,0.0494776091,2.21509286e-07,1.22245743,0.0598802133,2.67684937e-07,1.22392313,87.195695,0,0,0,0
1673,1.673,32.8675125,-117.256821,2.30000023,2.02723582,0.0505613375,2.26353817e-07,1.22267593,0.0605340549,2.70596314e-07,1.22417352,87.1656298,0,0,0,0
1691,1.691,32.8675125,-117.256821,2.30000023,2.04924595,0.0516568354,2.31250753e-07,1.22289387,0.0611879373,2.73507691e-07,1.22442369,87.1355737,0,0,0,0
1709,1.709,32.8675125,-117.256821,2.30000024,2.07126,0.0527641036,2.36200094e-07,1.22311126,0.0618418598,2.76419068e-07,1.22467365,87.1055267,0,0,0,0
1727,1.727,32.8675125,-117.256821,2.30000024,2.09327795,0.0538831427,2.4120184e-07,1.22332809,0.0624958221,2.79330445e-07,1.2249234,87.0754888,0,0,0,0
1745,1.745,32.8675125,-117.25682,2.30000025,2.1152998,0.0550139536,2.4625599e-07,1.22354437,0.0631498236,2.82241822e-07,1.22517293,87.04546,0,0,0,0
1764,1.764,32.8675125,-117.25682,2.30000025,2.13854931,0.0562203588,2.51647779e-07,1.22377204,0.0638402017,2.85314942e-07,1.22543608,87.0137727,0,0,0,0
1782,1.782,32.8675125,-117.25682,2.30000026,2.16057914,0.0573753692,2.56809651e-07,1.22398718,0.0644942824,2.88226319e-07,1.22568517,86.9837625,0,0,0,0
1800,1.8,32.8675125,-117.25682,2.30000026,2.18261284,0.0585421533,2.62023927e-07,1.22420176,0.0651484008,2.91137696e-07,1.22593404,86.9537614,0,0,0,0
1818,1.818,32.8675125,-117.256819,2.30000027,2.2046504,0.0597207119,2.67290608e-07,1.2244158,0.0658025566,2.94049073e-07,1.2261827,86.9237694,0,0,0,0
1836,1.836,32.8675125,-117.256819,2.30000027,2.2266918,0.0609110457,2.72609693e-07,1.22462927,0.0664567493,2.9696045e-07,1.22643114,86.8937864,0,0,0,0
1855,1.855,32.8675126,-117.256819,2.30000028,2.2499619,0.0621802844,2.78281137e-07,1.22485399,0.0671473264,3.0003357e-07,1.22669314,86.8621474,0,0,0,0
1873,1.873,32.8675126,-117.256819,2.30000028,2.27201118,0.0633948247,2.83707943e-07,1.22506633,0.0678015934,3.02944947e-07,1.22694114,86.832183,0,0,0,0
1891,1.891,32.8675126,-117.256818,2.30000029,2.29406428,0.0646211421,2.89187155e-07,1.22527811,0.0684558957,3.05856324e-07,1.22718893,86.8022276,0,0,0,0
1909,1.909,32.8675126,-117.256818,2.30000029,2.31612119,0.0658592372,2.94718771e-07,1.22548934,0.069110233,3.08767701e-07,1.22743649,86.7722812,0,0,0,0
1927,1.927,32.8675126,-117.256818,2.3000003,2.33818189,0.0671091108,3.00302792e-07,1.22570001,0.0697646047,3.11679078e-07,1.22768385,86.7423438,0,0,0,0
1945,1.945,32.8675126,-117.256818,2.30000031,2.36024638,0.0683707633,3.05939218e-07,1.22591014,0.0704190105,3.14590455e-07,1.22793098,86.7124155,0,0,0,0
1964,1.964,32.8675126,-117.256817,2.30000031,2.38354077,0.0697152871,3.11945631e-07,1.22613131,0.0711098094,3.17663575e-07,1.2281916,86.6808341,0,0,0,0
1982,1.982,32.8675126,-117.256817,2.30000032,2.40561302,0.0710011539,3.17689778e-07,1.2263403,0.0717642836,3.20574952e-07,1.22843829,86.6509242,0,0,0,0
2000,2,32.8675127,-117.256817,2.30000032,2.42768902,0.0722988016,3.23486329e-07,1.22654872,0.0724187903,3.23486329e-07,1.22868477,86.6210233,0,0,0,0
2018,2.018,32.8675127,-117.256817,2.30000033,2.44976877,0.0736082307,3.29335286e-07,1.2267566,0.0730733291,3.26397706e-07,1.22893102,86.5911314,0,0,0,0
2036,2.036,32.8675127,-117.256817,2.30000034,2.47185225,0.0749294417,3.35236647e-07,1.22696392,0.0737278995,3.29309083e-07,1.22917707,86.5612484,0,0,0,0
2055,2.055,32.8675127,-117.256816,2.30000034,2.49516664,0.076336836,3.41522714e-07,1.22718214,0.0744188697,3.32382203e-07,1.22943653,86.5297149,0,0,0,0
2073,2.073,32.8675127,-117.256816,2.30000035,2.51725777,0.0776822674,3.47531796e-07,1.22738832,0.0750735036,3.3529358e-07,1.22968212,86.4998503,0,0,0,0
2091,2.091,32.8675127,-117.256816,2.30000035,2.53935262,0.0790394824,3.53593283e-07,1.22759395,0.0757281676,3.38204957e-07,1.2299275,86.4699947,0,0,0,0
2109,2.109,32.8675127,-117.256816,2.30000036,2.56145115,0.0804084817,3.59707175e-07,1.22779902,0.0763828614,3.41116334e-07,1.23017266,86.4401481,0,0,0,0
2127,2.127,32.8675127,-117.256815,2.30000037,2.58355338,0.0817892657,3.65873471e-07,1.22800354,0.0770375844,3.44027711e-07,1.23041761,86.4103103,0,0,0,0
2145,2.145,32.8675127,-117.256815,2.30000037,2.60565927,0.083181835,3.72092172e-07,1.22820751,0.0776923362,3.46939088e-07,1.23066234,86.3804815,0,0,0,0
2164,2.164,32.8675128,-117.256815,2.30000038,2.62899726,0.0846645554,3.78713209e-07,1.22842219,0.0783834945,3.50012209e-07,1.23092041,86.3490051,0,0,0,0
2182,2.182,32.8675128,-117.256815,2.30000039,2.65111068,0.0860813516,3.85039632e-07,1.22862502,0.0790383039,3.52923585e-07,1.23116469,86.3191946,0,0,0,0
2200,2.2,32.8675128,-117.256814,2.30000039,2.67322775,0.0875099346,3.91418459e-07,1.22882729,0.0796931406,3.55834963e-07,1.23140875,86.289393,0,0,0,0
2218,2.218,32.8675128,-117.256814,2.3000004,2.69534846,0.0889503049,3.9784969e-07,1.22902901,0.0803480042,3.5874634e-07,1.2316526,86.2596002,0,0,0,0
2236,2.236,32.8675128,-117.256814,2.3000004,2.71747279,0.090402463,4.04333327e-07,1.22923018,0.0810028941,3.61657717e-07,1.23189622,86.2298164,0,0,0,0
2255,2.255,32.8675128,-117.256814,2.30000041,2.74083018,0.0919480853,4.11234018e-07,1.22944191,0.0816941957,3.64730837e-07,1.23215313,86.1983875,0,0,0,0
2273,2.273,32.8675128,-117.256813,2.30000042,2.76296193,0.0934244753,4.17825375e-07,1.22964194,0.0823491384,3.67642214e-07,1.23239631,86.1686219,0,0,0,0
2291,2.291,32.8675129,-117.256813,2.30000042,2.78509728,0.0949126545,4.24469138e-07,1.22984141,0.083004106,3.70553591e-07,1.23263927,86.1388651,0,0,0,0
2309,2.309,32.8675129,-117.256813,2.30000043,2.80723622,0.0964126234,4.31165305e-07,1.23004033,0.0836590981,3.73464968e-07,1.23288202,86.1091173,0,0,0,0
2327,2.327,32.8675129,-117.256813,2.30000044,2.82937873,0.0979243823,4.37913877e-07,1.2302387,0.0843141141,3.76376345e-07,1.23312454,86.0793782,0,0,0,0
2345,2.345,32.8675129,-117.256812,2.30000044,2.85152481,0.0994479317,4.44714853e-07,1.23043652,0.0849691537,3.79287722e-07,1.23336685,86.0496481,0,0,0,0
2364,2.364,32.8675129,-117.256812,2.30000045,2.87490508,0.101068914,4.51950514e-07,1.2306447,0.08566061,3.82360842e-07,1.23362236,86.0182757,0,0,0,0
2382,2.382,32.8675129,-117.256812,2.30000046,2.89705845,0.102616701,4.58859212e-07,1.23084138,0.0863156965,3.85272219e-07,1.23386422,85.9885637,0,0,0,0
2400,2.4,32.8675129,-117.256812,2.30000047,2.91921536,0.10417628,4.65820314e-07,1.2310375,0.086970805,3.88183596e-07,1.23410585,85.9588605,0,0,0,0
2418,2.418,32.867513,-117.256812,2.30000047,2.9413758,0.10574765,4.72833821e-07,1.23123307,0.0876259352,3.91094972e-07,1.23434727,85.9291661,0,0,0,0
2436,2.436,32.867513,-117.256811,2.30000048,2.96353975,0.107330814,4.79899733e-07,1.23142809,0.0882810865,3.94006349e-07,1.23458847,85.8994805,0,0,0,0
2455,2.455,32.867513,-117.256811,2.30000049,2.98693883,0.109014724,4.87415049e-07,1.23163332,0.0889726581,3.9707947e-07,1.23484281,85.8681551,0,0,0,0
2473,2.473,32.867513,-117.256811,2.30000049,3.00910998,0.110622129,4.94588681e-07,1.2318272,0.0896278514,3.99990847e-07,1.23508356,85.8384876,0,0,0,0
2491,2.491,32.867513,-117.256811,2.3000005,3.03128461,0.112241327,5.01814719e-07,1.23202053,0.0902830643,4.02902224e-07,1.23532409,85.8088289,0,0,0,0
2509,2.509,32.867513,-117.25681,2.30000051,3.05346271,0.113872319,5.09093162e-07,1.2322133,0.0909382965,4.05813601e-07,1.2355644,85.7791789,0,0,0,0
2527,2.527,32.867513,-117.25681,2.30000052,3.07564428,0.115515106,5.16424009e-07,1.23240552,0.0915935475,4.08724978e-07,1.23580449,85.7495378,0,0,0,0
2545,2.545,32.8675131,-117.25681,2.30000052,3.0978293,0.117169687,5.23807261e-07,1.23259718,0.0922488167,4.11636355e-07,1.23604436,85.7199053,0,0,0,0
2564,2.564,32.8675131,-117.25681,2.30000053,3.12125057,0.118928986,5.31657546e-07,1.23279888,0.0929405097,4.14709475e-07,1.2362973,85.6886361,0,0,0,0
2582,2.582,32.8675131,-117.256809,2.30000054,3.14344266,0.120607813,5.39148519e-07,1.23298941,0.0935958151,4.17620852e-07,1.23653672,85.6590217,0,0,0,0
2600,2.6,32.8675131,-117.256809,2.30000055,3.16563818,0.122298435,5.46691897e-07,1.23317939,0.0942511373,4.20532229e-07,1.23677592,85.629416,0,0,0,0
2618,2.618,32.8675131,-117.256809,2.30000055,3.18783711,0.124000854,5.54287679e-07,1.23336881,0.0949064759,4.23443606e-07,1.2370149,85.599819,0,0,0,0
2636,2.636,32.8675131,-117.256809,2.30000056,3.21003945,0.125715068,5.61935867e-07,1.23355768,0.0955618305,4.26354983e-07,1.23725366,85.5702308,0,0,0,0
2655,2.655,32.8675131,-117.256808,2.30000057,3.23347894,0.127537315,5.70065806e-07,1.23375642,0.0962536108,4.29428103e-07,1.23750542,85.5390082,0,0,0,0
2673,2.673,32.8675132,-117.256808,2.30000058,3.25568824,0.129275779,5.77821714e-07,1.23394416,0.0969089966,4.3233948e-07,1.23774373,85.5094379,0,0,0,0
2691,2.691,32.8675132,-117.256808,2.30000059,3.27790092,0.131026039,5.85630027e-07,1.23413134,0.0975643969,4.35250857e-07,1.23798181,85.4798763,0,0,0,0
2709,2.709,32.8675132,-117.256808,2.30000059,3.30011696,0.132788097,5.93490745e-07,1.23431796,0.0982198112,4.38162234e-07,1.23821967,85.4503234,0,0,0,0
2727,2.727,32.8675132,-117.256807,2.3000006,3.32233636,0.134561952,6.01403868e-07,1.23450404,0.098875239,4.41073611e-07,1.23845732,85.4207792,0,0,0,0
2745,2.745,32.8675132,-117.256807,2.30000061,3.3445591,0.136347606,6.09369395e-07,1.23468956,0.0995306799,4.43984988e-07,1.23869474,85.3912437,0,0,0,0
2764,2.764,32.8675132,-117.256807,2.30000062,3.36802006,0.138245261,6.17834304e-07,1.23488477,0.100222548,4.47058108e-07,1.23894509,85.3600767,0,0,0,0
2782,2.782,32.8675133,-117.256807,2.30000063,3.39024965,0.140055166,6.25907553e-07,1.23506915,0.100878014,4.49969485e-07,1.23918206,85.330559,0,0,0,0
2800,2.8,32.8675133,-117.256806,2.30000063,3.41248255,0.14187687,6.34033206e-07,1.23525298,0.101533492,4.52880862e-07,1.23941881,85.30105,0,0,0,0
2818,2.818,32.8675133,-117.256806,2.30000064,3.43471875,0.143710372,6.42211264e-07,1.23543626,0.102188981,4.55792239e-07,1.23965533,85.2715496,0,0,0,0
2836,2.836,32.8675133,-117.256806,2.30000065,3.45695825,0.145555673,6.50441726e-07,1.23561899,0.102844481,4.58703616e-07,1.23989164,85.2420579,0,0,0,0
